gene_callers_id	source	accession	accession2	prokka function	In Proteome	Mantis annotation	GhostKoala annotation	Description	ProteinCategory1	ProteinCategory2	ProteinCategory3	TR08_B05	TR09_B05	TR10_B05	TR11_B05	TR12_B05	TR13_B05	TR14_B05	TR15_B05	TR16_B05	TR17_B05_MW
1263	prodigal	AFKMEEHG_01772	BB163_AFKMEEHG_01772	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (glmS_2)	Y	Glutamine amidotransferase domain	K00820					0.106573	0.105062	0.088653	0.092487	0.064303	0.092821	0.068567	0.04883	0	0
1174	prodigal	AFKMEEHG_01863	BB163_AFKMEEHG_01863	Phosphoglycerate kinase (pgk)	Y	Phosphoglycerate kinase	K00927					0.127151	0.136638	0.07284	0.083163	0.063933	0.133303	0.097888	0.054924	0	0
1521	prodigal	AFKMEEHG_02162	BB163_AFKMEEHG_02162	30S ribosomal protein S15 (rpsO)	Y	30S ribosomal protein S15	K02956					0.12604	0.131783	0	0.103869	0.063374	0	0.109162	0.091875	0	0
462	prodigal	AFKMEEHG_02080	BB163_AFKMEEHG_02080	Miniconductance mechanosensitive channel YbdG (ybdG)	Y	Mechanosensitive ion channel	K16053					0.01326	0.031193	0.036192	0.043709	0.063337	0.048119	0.049764	0.019331	0	0
1558	prodigal	AFKMEEHG_02201	BB163_AFKMEEHG_02201	hypothetical protein	Y	eggnog:2Z9T8	0					0.058165	0.065159	0.075601	0.070433	0.06267	0.048247	0.071966	0.048456	0	0
1156	prodigal	AFKMEEHG_01881	BB163_AFKMEEHG_01881	Cell division protein FtsZ (ftsZ)	Y	"FtsZ family, C-terminal domain"	K03531					0.043682	0.051382	0.047692	0.05554	0.062597	0.06658	0.041616	0.03821	0	0
105	prodigal	AFKMEEHG_01708	BB163_AFKMEEHG_01708	Fructose-bisphosphate aldolase (fda)	Y	Fructose-bisphosphate aldolase class-II	K01624					0.16734	0.108599	0.089251	0.073368	0.060929	0.075387	0.059972	0.084124	0	0
396	prodigal	AFKMEEHG_01595	BB163_AFKMEEHG_01595	Multidrug resistance protein MdtB (mdtB)	Y	AcrB/AcrD/AcrF family	K18138					0.021428	0.032206	0.034118	0.035318	0.060605	0.042769	0.043303	0.020826	0	0
840	prodigal	AFKMEEHG_01141	BB163_AFKMEEHG_01141	Putative cysteine ligase BshC (bshC)	Y	Bacillithiol biosynthesis BshC	K22136					0.056654	0.07056	0.063675	0.072976	0.060324	0.053214	0.072159	0.048585	0	0
1384	prodigal	AFKMEEHG_01232	BB163_AFKMEEHG_01232	Uroporphyrinogen decarboxylase (hemE)	Y	Uroporphyrinogen decarboxylase (URO-D)	K01599					0.149141	0.071007	0.072693	0.060199	0.060259	0.085052	0.078425	0.139776	0	0
989	prodigal	AFKMEEHG_00867	BB163_AFKMEEHG_00867	hypothetical protein	Y	Bacterial Ig-like domain	0					0.053113	0.045815	0.053157	0.060028	0.060088	0.0771	0.059801	0.02323	0	0
1410	prodigal	AFKMEEHG_02250	BB163_AFKMEEHG_02250	50S ribosomal protein L11 (rplK)	Y	50S ribosomal protein L11	K02867					0.092817	0.072785	0.06032	0.084295	0.060003	0.057743	0.080388	0.057992	0	0
52	prodigal	AFKMEEHG_01545	BB163_AFKMEEHG_01545	hypothetical protein	Y	Tetratricopeptide repeat	0					0.028874	0.039624	0.032838	0.04589	0.059887	0.049773	0.043763	0.047356	0	0
692	prodigal	AFKMEEHG_01017	BB163_AFKMEEHG_01017	FeMo cofactor biosynthesis protein NifB (nifB)	Y	Radical SAM superfamily	K02585					0.066141	0.10719	0.164486	0.096555	0.059862	0.064007	0.019095	0	0	0
698	prodigal	AFKMEEHG_01023	BB163_AFKMEEHG_01023	Nitrogen regulatory protein P-II (glnB_3)	Y	Nitrogen regulatory protein P-II	0					0.110908	0.298187	0.331556	0.100726	0.059749	0.045999	0.027445	0	0	0
1055	prodigal	AFKMEEHG_00934	BB163_AFKMEEHG_00934	hypothetical protein	Y	Preprotein translocase subunit	K03210					0.063376	0.099396	0.043246	0.044767	0.059749	0.022999	0.054889	0	0	0
567	prodigal	AFKMEEHG_01265	BB163_AFKMEEHG_01265	10 kDa chaperonin 1 (groS1)	Y	ATP binding	K04078					0.354239	0.18519	0.196961	0.152914	0.059371	0.099986	0.085223	0.37298	0	0
1746	prodigal	AFKMEEHG_00311	BB163_AFKMEEHG_00311	Light-independent protochlorophyllide reductase subunit B (bchB_1)	Y	Flavodoxin domain	0					0.034946	0.054807	0.095385	0.080225	0.059302	0.044387	0.068099	0.101892	0	0
741	prodigal	AFKMEEHG_01072	BB163_AFKMEEHG_01072	"Fructose-1,6-bisphosphatase class 1 (fbp)"	Y	"Fructose-1-6-bisphosphatase, N-terminal domain"	K03841					0.14036	0.039624	0.020433	0.055522	0.059282	0.069274	0.063213	0.130961	0	0
1609	prodigal	AFKMEEHG_00448	BB163_AFKMEEHG_00448	hypothetical protein	Y	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	0					0.06537	0.082019	0.047581	0.087734	0.059164	0.132849	0.096248	0.038121	0	0
1201	prodigal	AFKMEEHG_01836	BB163_AFKMEEHG_01836	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (dapD)"	Y	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	K00674					0.103866	0.08654	0.06497	0.105466	0.058753	0.127215	0.078713	0.160887	0.308929	0
494	prodigal	AFKMEEHG_01328	BB163_AFKMEEHG_01328	(R)-citramalate synthase (cimA)	Y	2-isopropylmalate synthase	K01649					0.091543	0.063503	0.060865	0.059689	0.058421	0.068998	0.060988	0.05133	0	0
394	prodigal	AFKMEEHG_01589	BB163_AFKMEEHG_01589	Phenylalanine--tRNA ligase beta subunit (pheT)	Y	B3/4 domain	K01890					0.065191	0.063902	0.059313	0.049338	0.057948	0.067594	0.078643	0.07128	0	0
1631	prodigal	AFKMEEHG_00426	BB163_AFKMEEHG_00426	RNA polymerase-binding transcription factor DksA (dksA)	Y	DnaK suppressor protein	0					0.217692	0.251043	0.093207	0.072363	0.057948	0.120825	0.110907	0.149349	0	0
231	prodigal	AFKMEEHG_00553	BB163_AFKMEEHG_00553	hypothetical protein	Y	SOUL heme-binding protein	0					0.028763	0.015037	0.034893	0.094814	0.057849	0.139175	0.074734	0.013978	0	0
1070	prodigal	AFKMEEHG_00949	BB163_AFKMEEHG_00949	hypothetical protein	Y	eggnog:335AW	0					0.0656	0.042868	0.049738	0.123567	0.057722	0.08729	0.056815	0.175332	0	0
403	prodigal	AFKMEEHG_01603	BB163_AFKMEEHG_01603	Haloalkane dehalogenase (dhmA)	Y	eggnog:COG2267	0					0.011758	0.036883	0.021397	0.020765	0.057644	0.02987	0.030552	0.025713	0	0
645	prodigal	AFKMEEHG_02014	BB163_AFKMEEHG_02014	Glutamate synthase [NADPH] small chain (gltB_2)	Y	glutamate synthase (NADH)	K00266					0.11804	0.06569	0.072753	0.08069	0.057437	0.074619	0.092339	0.133228	0.181205	0
1764	prodigal	AFKMEEHG_00293	BB163_AFKMEEHG_00293	hypothetical protein	Y	eggnog:33G53	0					0.05053	0.079248	0.022987	0.053539	0.057165	0.036675	0.043763	0.036833	0	0
1056	prodigal	AFKMEEHG_00935	BB163_AFKMEEHG_00935	Carbamoyl-phosphate synthase small chain (carA)	Y	"Carbamoyl-phosphate synthase small chain, CPSase domain"	K01956					0.170877	0.137938	0.132607	0.138452	0.056858	0.109432	0.134936	0.146539	0	0
1744	prodigal	AFKMEEHG_00313	BB163_AFKMEEHG_00313	Protein GrpE (grpE)	Y	GrpE	K03687					0.07516	0.058938	0.051287	0.066363	0.056686	0.06137	0.056958	0.068483	0	0
530	prodigal	AFKMEEHG_01364	BB163_AFKMEEHG_01364	Murein hydrolase activator EnvC (envC)	Y	Peptidase family M23	0					0.017679	0.031193	0.024128	0.040587	0.05667	0.048119	0.049764	0.012887	0	0
654	prodigal	AFKMEEHG_02005	BB163_AFKMEEHG_02005	Oxygen-independent coproporphyrinogen III oxidase (hemN)	Y	HemN C-terminal domain	K02495					0.208607	0.086422	0.082365	0.083408	0.056403	0.151408	0.122721	0.131978	0.187309	0
835	prodigal	AFKMEEHG_01146	BB163_AFKMEEHG_01146	ATP-dependent Clp protease proteolytic subunit (clpP)	Y	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	K01358					0.083093	0.071675	0.075601	0.058694	0.056403	0.048247	0.04318	0.109025	0	0
820	prodigal	AFKMEEHG_01161	BB163_AFKMEEHG_01161	hypothetical protein	Y	4TM region of DNA translocase FtsK/SpoIIIE	K03466					0.02149	0.028086	0.026069	0.030359	0.055827	0.03986	0.033088	0.010443	0	0
2053	prodigal	AFKMEEHG_00749	BB163_AFKMEEHG_00749	Vitamin B12-binding protein (btuF_1)	Y	Periplasmic binding protein	K02016					0.031688	0.020707	0.028831	0.037306	0.055766	0.042165	0.041167	0.007699	0	0
2037	prodigal	AFKMEEHG_00765	BB163_AFKMEEHG_00765	Na( )-translocating ferredoxin:NAD( ) oxidoreductase complex subunit B (rnfB)	Y	H+/Na+-translocating ferredoxin NAD+ oxidoreductase subunit B	K03616					0.013402	0.047293	0.006097	0.004733	0.055594	0.009727	0.133486	0.097693	0	0
470	prodigal	AFKMEEHG_02072	BB163_AFKMEEHG_02072	Alanine dehydrogenase (ald)	Y	"Alanine dehydrogenase/PNT, C-terminal domain"	K00259					0.013815	0.054166	0.041897	0.052044	0.055569	0.046792	0.035894	0.033567	0	0
1794	prodigal	AFKMEEHG_00263	BB163_AFKMEEHG_00263	HTH-type transcriptional regulator LrpC (lrpC)	Y	"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"	0					0.052517	0.11531	0.143345	0.103869	0.055452	0.04574	0.054581	0.015312	0	0
1485	prodigal	AFKMEEHG_01564	BB163_AFKMEEHG_01564	hypothetical protein	Y	teichoic acid glycerol-phosphate primase	0					0.036587	0.034429	0.019973	0.051688	0.055189	0.05311	0.053869	0.032003	0	0
880	prodigal	AFKMEEHG_00031	BB163_AFKMEEHG_00031	Magnesium transporter MgtE	Y	CBS domain	K06213					0.02845	0.050994	0.025885	0.037322	0.055177	0.053098	0.042241	0.023701	0	0
903	prodigal	AFKMEEHG_00054	BB163_AFKMEEHG_00054	CAI-1 autoinducer sensor kinase/phosphatase CqsS (cqsS)	Y	Hpt domain	0					0.031998	0.041223	0.033272	0.040361	0.055162	0.054743	0.047508	0.033321	0	0
120	prodigal	AFKMEEHG_01723	BB163_AFKMEEHG_01723	hypothetical protein	Y	CHAD domain	0					0.029099	0.034228	0.009928	0.033401	0.054867	0.02112	0.040953	0.026514	0	0
1953	prodigal	AFKMEEHG_01643	BB163_AFKMEEHG_01643	Asparagine synthetase [glutamine-hydrolyzing] 1 (asnB_1)	Y	Asparagine synthase	K01953					0.03774	0.045531	0.044903	0.055368	0.054739	0.052677	0.07543	0.084647	0	0
927	prodigal	AFKMEEHG_00078	BB163_AFKMEEHG_00078	Aspartate-semialdehyde dehydrogenase 2 (asd2)	Y	NAD binding	K00133					0.12169	0.099763	0.080522	0.074236	0.054234	0.096352	0.043116	0.145151	0	0
1296	prodigal	AFKMEEHG_00671	BB163_AFKMEEHG_00671	Single-stranded DNA-binding protein	Y	Single-strand binding protein family	K03111					0.083892	0.065786	0.087232	0.042328	0.054234	0.069588	0.072658	0.104832	0	0
1202	prodigal	AFKMEEHG_01835	BB163_AFKMEEHG_01835	hypothetical protein	Y	Peptidase family S41	K03797					0.041015	0.042884	0.037317	0.048286	0.054134	0.052095	0.044403	0.064777	0	0
662	prodigal	AFKMEEHG_01997	BB163_AFKMEEHG_01997	Tol-Pal system protein TolR (tolR_2)	Y	Biopolymer transport protein ExbD/TolR	0					0.020433	0.016023	0.055771	0.036083	0.053937	0.04449	0.044241	0.014894	0	0
1758	prodigal	AFKMEEHG_00299	BB163_AFKMEEHG_00299	Elongation factor 4 (lepA)	Y	is_essential_gene:True	K03596					0.120719	0.11651	0.118283	0.087459	0.053695	0.087618	0.096511	0.094765	0	0
2070	prodigal	AFKMEEHG_01104	BB163_AFKMEEHG_01104	hypothetical protein	Y	eggnog:COG1342	0					0.094663	0.046395	0.064596	0.058509	0.053547	0.085883	0.092235	0	0	0
634	prodigal	AFKMEEHG_02038	BB163_AFKMEEHG_02038	Protease HtpX (htpX_2)	Y	Peptidase family M48	K03799					0.019274	0.030229	0.046764	0.081688	0.053302	0.046631	0.061208	0.009366	0	0
1404	prodigal	AFKMEEHG_02240	BB163_AFKMEEHG_02240	Elongation factor G (fus)	Y	Elongation factor G C-terminus	K02355					0.078691	0.040429	0.056783	0.049835	0.05321	0.076809	0.049353	0.114721	0	0
1559	prodigal	AFKMEEHG_02202	BB163_AFKMEEHG_02202	hypothetical protein	Y	Heavy-metal resistance	0					0.04674	0.064141	0.063788	0.082539	0.052878	0.042405	0.050601	0.068141	0	0
1691	prodigal	AFKMEEHG_00366	BB163_AFKMEEHG_00366	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase (pfp)	Y	6-phosphofructokinase activity	K21071					0.111896	0.054841	0.089081	0.072453	0.052746	0.064295	0.068646	0.176724	0	0
2081	prodigal	AFKMEEHG_01115	BB163_AFKMEEHG_01115	Sensor kinase CckA (cckA_3)	Y	phosphorelay sensor kinase activity	0					0.040643	0.031871	0.042262	0.053317	0.052549	0.046356	0.04023	0	0	0
825	prodigal	AFKMEEHG_01156	BB163_AFKMEEHG_01156	GTP pyrophosphokinase (relA)	Y	ACT domain	K01139					0.063765	0.060004	0.046413	0.061257	0.05194	0.051835	0.053017	0.040903	0	0
679	prodigal	AFKMEEHG_01948	BB163_AFKMEEHG_01948	hypothetical protein	Y	CRISPR-associated protein Cas7	K19118					0.056275	0.063743	0.11947	0.053002	0.051876	0.063537	0.054155	0.10939	0	0
849	prodigal	AFKMEEHG_01132	BB163_AFKMEEHG_01132	hypothetical protein	Y	eggnog:COG2771	0					0.068735	0.071867	0.054199	0.064736	0.051841	0.046562	0.039687	0.073485	0	0
1312	prodigal	AFKMEEHG_00687	BB163_AFKMEEHG_00687	3-oxoacyl-[acyl-carrier-protein] reductase FabG (fabG_1)	Y	3-oxoacyl-ACP reductase FabG	K00059					0.144989	0.071808	0.138859	0.048513	0.051799	0.116311	0.059482	0.15575	0	0
1484	prodigal	AFKMEEHG_01563	BB163_AFKMEEHG_01563	UDP-galactopyranose mutase (rfbD)	Y	NAD(P)-binding Rossmann-like domain	K01854					0.087637	0.053451	0.048727	0.0791	0.051409	0.077742	0.109636	0.092274	0	0
647	prodigal	AFKMEEHG_02012	BB163_AFKMEEHG_02012	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (gpmA_2)"	Y	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"	K01834					0.196799	0.094969	0.137735	0.074853	0.051379	0.071419	0.072112	0.110349	0	0
1365	prodigal	AFKMEEHG_01213	BB163_AFKMEEHG_01213	Bacteriochlorophyll c-binding protein (csmA_2)	Y	chlorosome envelope protein E	0					0.022525	0.052991	0.040989	0.047733	0.050966	0.065396	0.078036	0.065678	0	0
1818	prodigal	AFKMEEHG_00238	BB163_AFKMEEHG_00238	Diaminopimelate decarboxylase (lysA)	Y	"Pyridoxal-dependent decarboxylase, pyridoxal binding domain"	K01586					0.134826	0.035243	0.073602	0.066666	0.050844	0.078286	0.08174	0.13104	0	0
1361	prodigal	AFKMEEHG_01209	BB163_AFKMEEHG_01209	hypothetical protein	Y	BTB/POZ domain-containing protein KCTD9	0					0.046111	0.055882	0.091535	0.071065	0.050586	0.066935	0.047198	0.073335	0	0
801	prodigal	AFKMEEHG_01180	BB163_AFKMEEHG_01180	Ribosome-binding ATPase YchF (ychF)	Y	50S ribosome-binding GTPase	K06942					0.12876	0.052505	0.065604	0.061847	0.050498	0.104669	0.089214	0.097612	0	0
891	prodigal	AFKMEEHG_00042	BB163_AFKMEEHG_00042	Glucose-6-phosphate 1-dehydrogenase (zwf)	Y	"Glucose-6-phosphate dehydrogenase, C-terminal domain"	K00036					0.023566	0.04004	0.014294	0.041616	0.05036	0.034209	0.034018	0.040083	0	0
1832	prodigal	AFKMEEHG_00224	BB163_AFKMEEHG_00224	hypothetical protein	Y	Outer membrane efflux protein	K12340					0.045905	0.058905	0.034172	0.038322	0.05036	0.045434	0.061444	0.054756	0	0
1799	prodigal	AFKMEEHG_00258	BB163_AFKMEEHG_00258	3-dehydroquinate synthase (aroB)	Y	3-dehydroquinate synthase	K01735					0.025611	0.06025	0.074565	0.072363	0.050222	0.066919	0.044363	0.067207	0	0
1845	prodigal	AFKMEEHG_00211	BB163_AFKMEEHG_00211	Aspartate--tRNA ligase (aspS)	Y	ATP binding	K01876					0.121726	0.080769	0.079514	0.07937	0.049435	0.06343	0.09191	0.109207	0	0
1924	prodigal	AFKMEEHG_00142	BB163_AFKMEEHG_00142	Aspartate/prephenate aminotransferase	Y	Aminotransferase class I and II	K00812					0.112176	0.07697	0.068041	0.049523	0.049353	0.057671	0.080962	0.149909	0	0
97	prodigal	AFKMEEHG_01700	BB163_AFKMEEHG_01700	Ornithine carbamoyltransferase (argF)	Y	"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"	K00611					0.059958	0.072663	0.059511	0.077004	0.049332	0.035605	0.066091	0.087411	0	0
1827	prodigal	AFKMEEHG_00229	BB163_AFKMEEHG_00229	putative lipoprotein YiaD (yiaD)	Y	Glycine zipper	0					0.032657	0.051217	0.081709	0.080737	0.04926	0.059256	0.049496	0.071414	0	0
1308	prodigal	AFKMEEHG_00683	BB163_AFKMEEHG_00683	putative glycine dehydrogenase (decarboxylating) subunit 2 (gcvPB)	Y	Glycine cleavage system P-protein	K00283					0.134365	0.045157	0.101293	0.059659	0.049222	0.0613	0.049874	0.044774	0	0
487	prodigal	AFKMEEHG_01321	BB163_AFKMEEHG_01321	Acetolactate synthase large subunit (ilvB)	Y	"Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"	K01652					0.156615	0.13049	0.133588	0.14059	0.049217	0.082886	0.09608	0.095135	0	0
1623	prodigal	AFKMEEHG_00434	BB163_AFKMEEHG_00434	hypothetical protein	Y	Glycosyl transferase family 1	0					0.021739	0.038357	0.029669	0.053746	0.049189	0.047336	0.047071	0	0	0
919	prodigal	AFKMEEHG_00070	BB163_AFKMEEHG_00070	hypothetical protein	Y	YtxH-like protein	0					0.065029	0.076492	0.014792	0.068902	0.049046	0.058998	0.056321	0	0	0
463	prodigal	AFKMEEHG_02079	BB163_AFKMEEHG_02079	Alkaline phosphatase synthesis sensor protein PhoR (phoR_2)	Y	His Kinase A (phospho-acceptor) domain	K07636					0.024763	0.0267	0.02253	0.021865	0.049026	0.029206	0.029489	0.009025	0	0
1184	prodigal	AFKMEEHG_01853	BB163_AFKMEEHG_01853	Beta sliding clamp (dnaN)	Y	3'-5' exonuclease activity	K02338					0.039991	0.03136	0.022741	0.049435	0.049013	0.076193	0.047625	0.051014	0	0
719	prodigal	AFKMEEHG_00842	BB163_AFKMEEHG_00842	hypothetical protein	Y	eggnog:COG1729	0					0.048561	0.082507	0.036819	0.062887	0.048834	0.017623	0.049068	0.023598	0	0
1957	prodigal	AFKMEEHG_01647	BB163_AFKMEEHG_01647	UDP-N-acetylglucosamine 4-epimerase (wbgU)	Y	NAD dependent epimerase/dehydratase family	K08679					0.069442	0.046077	0.068041	0.045279	0.048345	0.050401	0.074022	0.116812	0	0.455261
103	prodigal	AFKMEEHG_01706	BB163_AFKMEEHG_01706	Argininosuccinate lyase (argH)	Y	Argininosuccinate lyase C-terminal	K01755					0.112096	0.091042	0.087419	0.073525	0.048311	0.06102	0.055477	0.08171	0	0
112	prodigal	AFKMEEHG_01715	BB163_AFKMEEHG_01715	Dihydroorotase (pyrC)	Y	dihydroorotase	K01465					0.09348	0.03332	0.023196	0.048023	0.048071	0.052428	0.033121	0.043362	0	0
1008	prodigal	AFKMEEHG_00886	BB163_AFKMEEHG_00886	Protein translocase subunit SecY (secY)	Y	SecY	K03076					0.021197	0.043218	0	0.047914	0.047962	0.043078	0.051404	0.030903	0	0
671	prodigal	AFKMEEHG_01988	BB163_AFKMEEHG_01988	hypothetical protein	Y	kegg_ko:K09149	0					0.02822	0.02213	0.019257	0.019934	0.047889	0.020482	0.018331	0.020571	0	0
1142	prodigal	AFKMEEHG_01895	BB163_AFKMEEHG_01895	ATP synthase subunit delta (atpH_2)	Y	ATP synthase delta (OSCP) subunit	K02113					0.12604	0.082365	0.076451	0.037096	0.047531	0.038117	0.036387	0.06125	0	0
1898	prodigal	AFKMEEHG_01528	BB163_AFKMEEHG_01528	ADP-L-glycero-D-manno-heptose-6-epimerase (hldD)	Y	ADP-L-glycero-D-manno-heptose 6-epimerase	K03274					0.034096	0.03565	0.041362	0.076267	0.047145	0.041245	0.024608	0.033138	0	0
821	prodigal	AFKMEEHG_01160	BB163_AFKMEEHG_01160	Aminomethyltransferase (gcvT)	Y	Aminomethyltransferase folate-binding domain	K00605					0.144211	0.084815	0.051546	0.09459	0.046614	0.093454	0.080293	0.060069	0	0
1192	prodigal	AFKMEEHG_01845	BB163_AFKMEEHG_01845	hypothetical protein	Y	cytochrome subunit of sulfide dehydrogenase	0					0.030902	0.036349	0.042174	0.032743	0.046614	0.033644	0.013382	0.067577	0	0
2106	prodigal	AFKMEEHG_01458	BB163_AFKMEEHG_01458	Serine/threonine-protein kinase PK-1 (spk1)	Y	PASTA domain	0					0.015388	0.0543	0.035001	0.065216	0.046422	0.072595	0.046645	0.022433	0	0
1434	prodigal	AFKMEEHG_01413	BB163_AFKMEEHG_01413	Protein YeeZ (yeeZ)	Y	eggnog:COG0451	0					0.068233	0.021403	0.031041	0.038558	0.046316	0.044572	0.047277	0.049738	0	0
1529	prodigal	AFKMEEHG_02170	BB163_AFKMEEHG_02170	hypothetical protein	Y	"Lipopolysaccharide-assembly, LptC-related"	0					0.040865	0.024034	0.01859	0.036083	0.046232	0.02966	0.044241	0	0	0
214	prodigal	AFKMEEHG_00570	BB163_AFKMEEHG_00570	Universal stress protein F (uspF)	Y	Universal stress protein family	0					0.036659	0.028747	0.011118	0.025895	0.046081	0.035476	0.021167	0.053444	0	0
1695	prodigal	AFKMEEHG_00362	BB163_AFKMEEHG_00362	Glycogen phosphorylase (glgP)	Y	Carbohydrate phosphorylase	K00688					0.116519	0.070605	0.067463	0.093529	0.045937	0.069193	0.07798	0.131262	0.252044	0
707	prodigal	AFKMEEHG_01032	BB163_AFKMEEHG_01032	Aspartate carbamoyltransferase (pyrB)	Y	"Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain"	K00609					0.066771	0.06664	0.027614	0.072892	0.045782	0.048463	0.047315	0.035398	0	0
145	prodigal	AFKMEEHG_01749	BB163_AFKMEEHG_01749	Bifunctional NAD(P)H-hydrate repair enzyme Nnr (nnr)	Y	Carbohydrate kinase	K23997					0.007136	0.011192	0.003246	0.035284	0.045747	0.033665	0.00927	0	0	0
493	prodigal	AFKMEEHG_01327	BB163_AFKMEEHG_01327	"2,3-dimethylmalate dehydratase small subunit (DmdB)"	Y	3-isopropylmalate/methylthioalkylmalate dehydratase small subunit	K01704					0.180928	0.047293	0.091453	0.071001	0.045486	0.102137	0.07835	0.131885	0	0
837	prodigal	AFKMEEHG_01144	BB163_AFKMEEHG_01144	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (accD)	Y	Acetyl-coA carboxylase zinc finger domain	K01963					0.080413	0.073567	0.103647	0.080468	0.045486	0.058364	0.052233	0.039077	0	0
1010	prodigal	AFKMEEHG_00888	BB163_AFKMEEHG_00888	50S ribosomal protein L30 (rpmD)	Y	50S ribosomal protein L30	K02907					0	0.047293	0	0.042601	0.045486	0.021886	0.052233	0.043962	0	0
1766	prodigal	AFKMEEHG_00291	BB163_AFKMEEHG_00291	hypothetical protein	Y	DUF218 domain	0					0.015017	0.011776	0.020494	0.021215	0.045304	0.038147	0.026012	0.021893	0	0
1451	prodigal	AFKMEEHG_01633	BB163_AFKMEEHG_01633	Replicative DNA helicase (dnaC)	Y	ATP binding	K02314					0.042171	0.044093	0.044764	0.059577	0.045059	0.03826	0.018262	0.020493	0	0
63	prodigal	AFKMEEHG_01666	BB163_AFKMEEHG_01666	D-inositol-3-phosphate glycosyltransferase (mshA_10)	Y	colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK	0					0.013781	0.039624	0.008359	0.019469	0.045039	0.033341	0.027849	0.013394	0	0
1045	prodigal	AFKMEEHG_00924	BB163_AFKMEEHG_00924	Chaperone protein ClpB (clpB)	Y	ATP binding	K03695					0.110728	0.093509	0.08912	0.093256	0.044968	0.037092	0.040573	0.080713	0	1.088892
373	prodigal	AFKMEEHG_00648	BB163_AFKMEEHG_00648	Ferrochelatase (hemH_1)	Y	Ferrochelatase	0					0	0.038135	0.009833	0.026718	0.044829	0.019609	0.023399	0	0	0
1493	prodigal	AFKMEEHG_02098	BB163_AFKMEEHG_02098	Vitamin B12 import ATP-binding protein BtuD (btuD_2)	Y	ABC transporter	K11085					0.038579	0.020944	0.0297	0.027251	0.044764	0.045232	0.048834	0.017306	0	0
