gene_callers_id	source	accession	function	e_value
1801	prodigal	AFKMEEHG_00256	hypothetical protein	0
1802	prodigal	AFKMEEHG_00255	Glycerol kinase (glpK_1)	0
1803	prodigal	AFKMEEHG_00254	Ribosomal protein S12 methylthiotransferase RimO (rimO)	0
1804	prodigal	AFKMEEHG_00253	Queuine tRNA-ribosyltransferase (tgt)	0
1805	prodigal	AFKMEEHG_00252	Transcription antitermination protein RfaH (rfaH)	0
1806	prodigal	AFKMEEHG_00251	UDP-glucose 4-epimerase	0
1807	prodigal	AFKMEEHG_00250	hypothetical protein	0
1808	prodigal	AFKMEEHG_00249	Lysine--tRNA ligase (lysS)	0
1809	prodigal	AFKMEEHG_00248	15-cis-phytoene synthase (crtB)	0
1810	prodigal	AFKMEEHG_00247	GTPase HflX (hflX)	0
1811	prodigal	AFKMEEHG_00246	Endoribonuclease YbeY (ybeY)	0
1812	prodigal	AFKMEEHG_00245	Peroxide-responsive repressor PerR (perR_1)	0
1813	prodigal	AFKMEEHG_00244	Peroxiredoxin	0
1814	prodigal	AFKMEEHG_00243	hypothetical protein	0
1815	prodigal	AFKMEEHG_00242	hypothetical protein	0
1816	prodigal	AFKMEEHG_00241	hypothetical protein	0
1817	prodigal	AFKMEEHG_00239	50S ribosomal protein L33 (rpmG)	0
1818	prodigal	AFKMEEHG_00238	Diaminopimelate decarboxylase (lysA)	0
1819	prodigal	AFKMEEHG_00237	"5,10-methylenetetrahydrofolate reductase (metF)"	0
1820	prodigal	AFKMEEHG_00236	hypothetical protein	0
1821	prodigal	AFKMEEHG_00235	hypothetical protein	0
1822	prodigal	AFKMEEHG_00234	hypothetical protein	0
1823	prodigal	AFKMEEHG_00233	hypothetical protein	0
1824	prodigal	AFKMEEHG_00232	General stress protein CTC (ctc)	0
1825	prodigal	AFKMEEHG_00231	Ribose-phosphate pyrophosphokinase (prs)	0
1826	prodigal	AFKMEEHG_00230	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase (lpxD)	0
1827	prodigal	AFKMEEHG_00229	putative lipoprotein YiaD (yiaD)	0
1828	prodigal	AFKMEEHG_00228	Macrolide export ATP-binding/permease protein MacB (macB_2)	0
1829	prodigal	AFKMEEHG_00227	Macrolide export ATP-binding/permease protein MacB (macB_1)	0
1830	prodigal	AFKMEEHG_00226	putative ABC transporter ATP-binding protein YknY (yknY)	0
1831	prodigal	AFKMEEHG_00225	Macrolide export protein MacA (macA_1)	0
1832	prodigal	AFKMEEHG_00224	hypothetical protein	0
1833	prodigal	AFKMEEHG_00223	hypothetical protein	0
1834	prodigal	AFKMEEHG_00222	D-alanine--D-alanine ligase (ddl)	0
1835	prodigal	AFKMEEHG_00221	putative protein YccU (yccU)	0
1836	prodigal	AFKMEEHG_00220	hypothetical protein	0
1837	prodigal	AFKMEEHG_00219	Octanoyltransferase LipM (lipM)	0
1838	prodigal	AFKMEEHG_00218	3-methyl-2-oxobutanoate hydroxymethyltransferase (panB)	0
1839	prodigal	AFKMEEHG_00217	hypothetical protein	0
1840	prodigal	AFKMEEHG_00216	Phosphoribosylformylglycinamidine synthase subunit PurS (purS)	0
1841	prodigal	AFKMEEHG_00215	Phosphoribosylformylglycinamidine synthase subunit PurQ (purQ)	0
1842	prodigal	AFKMEEHG_00214	hypothetical protein	0
1843	prodigal	AFKMEEHG_00213	hypothetical protein	0
1844	prodigal	AFKMEEHG_00212	hypothetical protein	0
1845	prodigal	AFKMEEHG_00211	Aspartate--tRNA ligase (aspS)	0
1846	prodigal	AFKMEEHG_00210	hypothetical protein	0
1847	prodigal	AFKMEEHG_00209	Bacteriochlorophyllide d C-12(1)-methyltransferase (bchR)	0
1848	prodigal	AFKMEEHG_00208	Putative esterase	0
1849	prodigal	AFKMEEHG_00205	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (ispD)	0
1850	prodigal	AFKMEEHG_00204	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (queA_2)	0
1851	prodigal	AFKMEEHG_00203	hypothetical protein	0
1852	prodigal	AFKMEEHG_00202	hypothetical protein	0
1853	prodigal	AFKMEEHG_00201	Thymidylate kinase (tmk)	0
1854	prodigal	AFKMEEHG_00200	putative protein	0
1855	prodigal	AFKMEEHG_00199	putative oxidoreductase	0
1856	prodigal	AFKMEEHG_00198	NAD(P)-specific glutamate dehydrogenase (gdhA)	0
1857	prodigal	AFKMEEHG_00197	ABC transporter ATP-binding protein uup (uup)	0
1858	prodigal	AFKMEEHG_00196	Prolyl endopeptidase (f1pep1)	0
1859	prodigal	AFKMEEHG_00195	Ribosomal large subunit pseudouridine synthase D (rluD)	0
1860	prodigal	AFKMEEHG_00194	Dihydrolipoyl dehydrogenase (lpdC)	0
1861	prodigal	AFKMEEHG_00193	Magnesium-chelatase 38 kDa subunit (bchI)	0
1862	prodigal	AFKMEEHG_00192	Magnesium-chelatase 60 kDa subunit (bchD)	0
1863	prodigal	AFKMEEHG_00191	hypothetical protein	0
1864	prodigal	AFKMEEHG_00190	hypothetical protein	0
1865	prodigal	AFKMEEHG_00189	hypothetical protein	0
1866	prodigal	AFKMEEHG_00188	hypothetical protein	0
1867	prodigal	AFKMEEHG_00187	hypothetical protein	0
1868	prodigal	AFKMEEHG_00186	hypothetical protein	0
1869	prodigal	AFKMEEHG_00185	Secretory immunoglobulin A-binding protein EsiB (esiB)	0
1870	prodigal	AFKMEEHG_01497	hypothetical protein	0
1871	prodigal	AFKMEEHG_01498	putative type I restriction enzymeP M protein	0
1872	prodigal	AFKMEEHG_01499	hypothetical protein	0
1873	prodigal	AFKMEEHG_01500	hypothetical protein	0
1874	prodigal	AFKMEEHG_01501	hypothetical protein	0
1875	prodigal	AFKMEEHG_01502	hypothetical protein	0
1876	prodigal	AFKMEEHG_01503	hypothetical protein	0
1877	prodigal	AFKMEEHG_01504	hypothetical protein	0
1878	prodigal	AFKMEEHG_01505	hypothetical protein	0
1879	prodigal	AFKMEEHG_01506	hypothetical protein	0
1880	prodigal	AFKMEEHG_01507	hypothetical protein	0
1881	prodigal	AFKMEEHG_01508	hypothetical protein	0
1882	prodigal	AFKMEEHG_01509	hypothetical protein	0
1883	prodigal	AFKMEEHG_01510	Prophage integrase IntA (intA)	0
1884	prodigal	AFKMEEHG_01514	Inosine-5'-monophosphate dehydrogenase (guaB)	0
1885	prodigal	AFKMEEHG_01515	hypothetical protein	0
1886	prodigal	AFKMEEHG_01516	Peptide methionine sulfoxide reductase MsrA (msrA)	0
1887	prodigal	AFKMEEHG_01517	hypothetical protein	0
1888	prodigal	AFKMEEHG_01518	hypothetical protein	0
1889	prodigal	AFKMEEHG_01519	Zinc transporter ZupT (zupT)	0
1890	prodigal	AFKMEEHG_01520	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase	0
1891	prodigal	AFKMEEHG_01521	hypothetical protein	0
1892	prodigal	AFKMEEHG_01522	hypothetical protein	0
1893	prodigal	AFKMEEHG_01523	hypothetical protein	0
1894	prodigal	AFKMEEHG_01524	"1,4-dihydroxy-2-naphthoate octaprenyltransferase (menA_5)"	0
1895	prodigal	AFKMEEHG_01525	Ferredoxin-1	0
1896	prodigal	AFKMEEHG_01526	Ferredoxin-2	0
1897	prodigal	AFKMEEHG_01527	PhoH-like protein	0
1898	prodigal	AFKMEEHG_01528	ADP-L-glycero-D-manno-heptose-6-epimerase (hldD)	0
1899	prodigal	AFKMEEHG_01529	hypothetical protein	0
1900	prodigal	AFKMEEHG_01530	Histidinol-phosphate aminotransferase (hisC)	0
1901	prodigal	AFKMEEHG_01531	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (rlmB_2)	0
1902	prodigal	AFKMEEHG_01532	putative carboxylesterase nap (nap)	0
1903	prodigal	AFKMEEHG_01533	hypothetical protein	0
1904	prodigal	AFKMEEHG_01534	hypothetical protein	0
1905	prodigal	AFKMEEHG_01535	Peptidyl-tRNA hydrolase (pth)	0
1906	prodigal	AFKMEEHG_01536	hypothetical protein	0
1907	prodigal	AFKMEEHG_01537	hypothetical protein	0
1908	prodigal	AFKMEEHG_01538	Putative K( )-stimulated pyrophosphate-energized sodium pump (hppA1)	0
1909	prodigal	AFKMEEHG_01539	hypothetical protein	0
1910	prodigal	AFKMEEHG_01540	Tyrosine recombinase XerC (xerC_4)	0
1911	prodigal	AFKMEEHG_01541	hypothetical protein	0
1912	prodigal	AFKMEEHG_01542	hypothetical protein	0
1913	prodigal	AFKMEEHG_01543	hypothetical protein	0
1914	prodigal	AFKMEEHG_00486	hypothetical protein	0
1915	prodigal	AFKMEEHG_00487	hypothetical protein	0
1916	prodigal	AFKMEEHG_01044	hypothetical protein	0
1917	prodigal	AFKMEEHG_01043	hypothetical protein	0
1918	prodigal	AFKMEEHG_01042	hypothetical protein	0
1919	prodigal	AFKMEEHG_01041	hypothetical protein	0
1920	prodigal	AFKMEEHG_01040	hypothetical protein	0
1921	prodigal	AFKMEEHG_00145	Apulose-4-phosphate transketolase subunit A (aptA)	0
1922	prodigal	AFKMEEHG_00144	hypothetical protein	0
1923	prodigal	AFKMEEHG_00143	Phosphopantetheine adenylyltransferase (coaD)	0
1924	prodigal	AFKMEEHG_00142	Aspartate/prephenate aminotransferase	0
1925	prodigal	AFKMEEHG_00141	hypothetical protein	0
1926	prodigal	AFKMEEHG_00140	hypothetical protein	0
1927	prodigal	AFKMEEHG_00139	Methionine--tRNA ligase (metG)	0
1928	prodigal	AFKMEEHG_00137	hypothetical protein	0
1929	prodigal	AFKMEEHG_00136	Tyrosine-protein kinase ptk (ptk)	0
1930	prodigal	AFKMEEHG_00135	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (wecA)	0
1931	prodigal	AFKMEEHG_00134	Tyrosine recombinase XerC (xerC_1)	0
1932	prodigal	AFKMEEHG_00133	hypothetical protein	0
1933	prodigal	AFKMEEHG_00132	hypothetical protein	0
1934	prodigal	AFKMEEHG_00131	hypothetical protein	0
1935	prodigal	AFKMEEHG_00130	hypothetical protein	0
1936	prodigal	AFKMEEHG_00129	hypothetical protein	0
1937	prodigal	AFKMEEHG_00128	hypothetical protein	0
1938	prodigal	AFKMEEHG_00127	Protein glycosylation K (pglK_1)	0
1939	prodigal	AFKMEEHG_00126	"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (pseB)"	0
1940	prodigal	AFKMEEHG_00125	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (arnB)	0
1941	prodigal	AFKMEEHG_00124	"CMP-N,N'-diacetyllegionaminic acid synthase (neuA)"	0
1942	prodigal	AFKMEEHG_00123	hypothetical protein	0
1943	prodigal	AFKMEEHG_00122	hypothetical protein	0
1944	prodigal	AFKMEEHG_00121	Methionyl-tRNA formyltransferase (fmt_1)	0
1945	prodigal	AFKMEEHG_00120	Pseudaminic acid synthase (pseI_2)	0
1946	prodigal	AFKMEEHG_00119	Pseudaminic acid synthase (pseI_1)	0
1947	prodigal	AFKMEEHG_00118	hypothetical protein	0
1948	prodigal	AFKMEEHG_00117	hypothetical protein	0
1949	prodigal	AFKMEEHG_00116	hypothetical protein	0
1950	prodigal	AFKMEEHG_00115	hypothetical protein	0
1951	prodigal	AFKMEEHG_01641	hypothetical protein	0
1952	prodigal	AFKMEEHG_01642	hypothetical protein	0
1953	prodigal	AFKMEEHG_01643	Asparagine synthetase [glutamine-hydrolyzing] 1 (asnB_1)	0
1954	prodigal	AFKMEEHG_01644	D-inositol-3-phosphate glycosyltransferase (mshA_8)	0
1955	prodigal	AFKMEEHG_01645	hypothetical protein	0
1956	prodigal	AFKMEEHG_01646	"N,N'-diacetylbacillosaminyl-diphospho-undecapren ol alpha-1,3-N-acetylgalactosaminyltransferase (pglA_2)"	0
1957	prodigal	AFKMEEHG_01647	UDP-N-acetylglucosamine 4-epimerase (wbgU)	0
1958	prodigal	AFKMEEHG_01648	UDP-N-acetyl-D-glucosamine 6-dehydrogenase (wbpA_3)	0
1959	prodigal	AFKMEEHG_00177	hypothetical protein	0
1960	prodigal	AFKMEEHG_00176	hypothetical protein	0
1961	prodigal	AFKMEEHG_00175	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (glmS_1)	0
1962	prodigal	AFKMEEHG_00174	hypothetical protein	0
1963	prodigal	AFKMEEHG_00173	DNA replication and repair protein RecF (recF_1)	0
1964	prodigal	AFKMEEHG_00172	hypothetical protein	0
1965	prodigal	AFKMEEHG_00171	hypothetical protein	0
1966	prodigal	AFKMEEHG_00170	hypothetical protein	0
1967	prodigal	AFKMEEHG_02279	Putative transposase InsK for insertion sequence element IS150 (insK)	0
1968	prodigal	AFKMEEHG_02278	hypothetical protein	0
1969	prodigal	AFKMEEHG_02277	hypothetical protein	0
1970	prodigal	AFKMEEHG_00733	hypothetical protein	0
1971	prodigal	AFKMEEHG_00734	Toxin FitB (fitB)	0
1972	prodigal	AFKMEEHG_00735	hypothetical protein	0
1973	prodigal	AFKMEEHG_00736	hypothetical protein	0
1974	prodigal	AFKMEEHG_00737	hypothetical protein	0
1975	prodigal	AFKMEEHG_00738	2-aminoadipate transaminase (lysN)	0
1976	prodigal	AFKMEEHG_00739	hypothetical protein	0
1977	prodigal	AFKMEEHG_00740	Phenylacetate-coenzyme A ligase	0
1978	prodigal	AFKMEEHG_00741	hypothetical protein	0
1979	prodigal	AFKMEEHG_00742	hypothetical protein	0
1980	prodigal	AFKMEEHG_00615	UDP-glucose 6-dehydrogenase (ugd_2)	0
1981	prodigal	AFKMEEHG_00616	hypothetical protein	0
1982	prodigal	AFKMEEHG_00617	Lipid A export ATP-binding/permease protein MsbA (msbA)	0
1983	prodigal	AFKMEEHG_00618	hypothetical protein	0
1984	prodigal	AFKMEEHG_00619	hypothetical protein	0
1985	prodigal	AFKMEEHG_00620	hypothetical protein	0
1986	prodigal	AFKMEEHG_00621	hypothetical protein	0
1987	prodigal	AFKMEEHG_00622	Putative mycofactocin radical SAM maturase MftC (mftC_2)	0
1988	prodigal	AFKMEEHG_00623	Putative mycofactocin radical SAM maturase MftC (mftC_3)	0
1989	prodigal	AFKMEEHG_00624	hypothetical protein	0
1990	prodigal	AFKMEEHG_00625	hypothetical protein	0
1991	prodigal	AFKMEEHG_00626	"GTP 3',8-cyclase (moaA_3)"	0
1992	prodigal	AFKMEEHG_00627	hypothetical protein	0
1993	prodigal	AFKMEEHG_00628	hypothetical protein	0
1994	prodigal	AFKMEEHG_00629	hypothetical protein	0
1995	prodigal	AFKMEEHG_00630	hypothetical protein	0
1996	prodigal	AFKMEEHG_00631	hypothetical protein	0
1997	prodigal	AFKMEEHG_01975	hypothetical protein	0
1998	prodigal	AFKMEEHG_01974	Catalase-peroxidase (katG)	0
1999	prodigal	AFKMEEHG_01973	hypothetical protein	0
2000	prodigal	AFKMEEHG_01972	hypothetical protein	0
2001	prodigal	AFKMEEHG_01971	hypothetical protein	0
2002	prodigal	AFKMEEHG_01970	hypothetical protein	0
2003	prodigal	AFKMEEHG_01969	hypothetical protein	0
2004	prodigal	AFKMEEHG_01968	hypothetical protein	0
2005	prodigal	AFKMEEHG_01967	hypothetical protein	0
2006	prodigal	AFKMEEHG_01966	hypothetical protein	0
2007	prodigal	AFKMEEHG_01965	hypothetical protein	0
2008	prodigal	AFKMEEHG_00794	tRNA dimethylallyltransferase (miaA)	0
2009	prodigal	AFKMEEHG_00793	dTTP/UTP pyrophosphatase (yhdE)	0
2010	prodigal	AFKMEEHG_00792	Sodium/glucose cotransporter (sglT_1)	0
2011	prodigal	AFKMEEHG_00791	Ribokinase (RBKS)	0
2012	prodigal	AFKMEEHG_00790	"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase (glgE)"	0
2013	prodigal	AFKMEEHG_00789	hypothetical protein	0
2014	prodigal	AFKMEEHG_00788	tRNA pseudouridine synthase A (truA)	0
2015	prodigal	AFKMEEHG_00787	hypothetical protein	0
2016	prodigal	AFKMEEHG_00786	hypothetical protein	0
2017	prodigal	AFKMEEHG_00785	"Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive (aroF)"	0
2018	prodigal	AFKMEEHG_00784	hypothetical protein	0
2019	prodigal	AFKMEEHG_00783	hypothetical protein	0
2020	prodigal	AFKMEEHG_00782	Protein YghO (yghO)	0
2021	prodigal	AFKMEEHG_00781	Cobalt import ATP-binding protein CbiO (cbiO)	0
2022	prodigal	AFKMEEHG_00780	hypothetical protein	0
2023	prodigal	AFKMEEHG_00779	hypothetical protein	0
2024	prodigal	AFKMEEHG_00778	Cobalt transport protein CbiM (cbiM)	0
2025	prodigal	AFKMEEHG_00777	hypothetical protein	0
2026	prodigal	AFKMEEHG_00776	Nitrogen regulatory protein P-II (glnB_1)	0
2027	prodigal	AFKMEEHG_00775	Ammonia channel (amtB)	0
2028	prodigal	AFKMEEHG_00774	hypothetical protein	0
2029	prodigal	AFKMEEHG_00773	Glucose-6-phosphate isomerase (pgi)	0
2030	prodigal	AFKMEEHG_00772	FAD:protein FMN transferase (apbE)	0
2031	prodigal	AFKMEEHG_00771	hypothetical protein	0
2032	prodigal	AFKMEEHG_00770	Na( )-translocating ferredoxin:NAD( ) oxidoreductase complex subunit A (rnfA)	0
2033	prodigal	AFKMEEHG_00769	Na( )-translocating ferredoxin:NAD( ) oxidoreductase complex subunit E (rnfE)	0
2034	prodigal	AFKMEEHG_00768	Ion-translocating oxidoreductase complex subunit G (rnfG)	0
2035	prodigal	AFKMEEHG_00767	Proton-translocating ferredoxin:NAD( ) oxidoreductase complex subunit D (rnfD)	0
2036	prodigal	AFKMEEHG_00766	Proton-translocating ferredoxin:NAD( ) oxidoreductase complex subunit C (rnfC)	0
2037	prodigal	AFKMEEHG_00765	Na( )-translocating ferredoxin:NAD( ) oxidoreductase complex subunit B (rnfB)	0
2038	prodigal	AFKMEEHG_00764	hypothetical protein	0
2039	prodigal	AFKMEEHG_00763	Adenylosuccinate lyase (purB)	0
2040	prodigal	AFKMEEHG_00762	CC-adding tRNA nucleotidyltransferase	0
2041	prodigal	AFKMEEHG_00761	"Tetracycline resistance protein, class C (tetA)"	0
2042	prodigal	AFKMEEHG_00760	Vitamin B12-binding protein (btuF_2)	0
2043	prodigal	AFKMEEHG_00759	hypothetical protein	0
2044	prodigal	AFKMEEHG_00758	Uroporphyrinogen-III C-methyltransferase (sumT)	0
2045	prodigal	AFKMEEHG_00757	Sirohydrochlorin cobaltochelatase CbiKP (cbiKp)	0
2046	prodigal	AFKMEEHG_00756	Cobalt-precorrin-2 C(20)-methyltransferase (cbiL)	0
2047	prodigal	AFKMEEHG_00755	Siroheme synthase (cysG_2)	0
2048	prodigal	AFKMEEHG_00754	Cobalamin biosynthesis bifunctional protein CbiET (cbiET)	0
2049	prodigal	AFKMEEHG_00753	Siroheme synthase (cysG_1)	0
2050	prodigal	AFKMEEHG_00752	Cobalt-precorrin-6A reductase (cbiJ)	0
2051	prodigal	AFKMEEHG_00751	Cobalt-precorrin-5B C(1)-methyltransferase (cbiD)	0
2052	prodigal	AFKMEEHG_00750	hypothetical protein	0
2053	prodigal	AFKMEEHG_00749	Vitamin B12-binding protein (btuF_1)	0
2054	prodigal	AFKMEEHG_00748	putative ABC transporter ATP-binding protein	0
2055	prodigal	AFKMEEHG_00747	putative ABC transporter permease protein	0
2056	prodigal	AFKMEEHG_00746	Vitamin B12 transporter BtuB (btuB_3)	0
2057	prodigal	AFKMEEHG_00745	hypothetical protein	0
2058	prodigal	AFKMEEHG_00744	Ferric enterobactin receptor (pfeA)	0
2059	prodigal	AFKMEEHG_00743	Cobyric acid synthase (cobQ)	0
2060	prodigal	AFKMEEHG_01976	Hemin transport system permease protein HmuU (hmuU)	0
2061	prodigal	AFKMEEHG_01977	Vitamin B12 import ATP-binding protein BtuD (btuD_1)	0
2062	prodigal	AFKMEEHG_01978	hypothetical protein	0
2063	prodigal	AFKMEEHG_01979	hypothetical protein	0
2064	prodigal	AFKMEEHG_01980	hypothetical protein	0
2065	prodigal	AFKMEEHG_01981	hypothetical protein	0
2066	prodigal	AFKMEEHG_01982	Bifunctional adenosylcobalamin biosynthesis protein CobP (cobP)	0
2067	prodigal	AFKMEEHG_01983	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (cobT)	0
2068	prodigal	AFKMEEHG_01102	hypothetical protein	0
2069	prodigal	AFKMEEHG_01103	Tellurite resistance protein TehA (tehA)	0
2070	prodigal	AFKMEEHG_01104	hypothetical protein	0
2071	prodigal	AFKMEEHG_01105	hypothetical protein	0
2072	prodigal	AFKMEEHG_01106	hypothetical protein	0
2073	prodigal	AFKMEEHG_01107	hypothetical protein	0
2074	prodigal	AFKMEEHG_01108	hypothetical protein	0
2075	prodigal	AFKMEEHG_01109	hypothetical protein	0
2076	prodigal	AFKMEEHG_01110	hypothetical protein	0
2077	prodigal	AFKMEEHG_01111	hypothetical protein	0
2078	prodigal	AFKMEEHG_01112	hypothetical protein	0
2079	prodigal	AFKMEEHG_01113	Deoxyribodipyrimidine photo-lyase (phrA)	0
2080	prodigal	AFKMEEHG_01114	Response regulator receiver protein CpdR (cpdR_1)	0
2081	prodigal	AFKMEEHG_01115	Sensor kinase CckA (cckA_3)	0
2082	prodigal	AFKMEEHG_01577	hypothetical protein	0
2083	prodigal	AFKMEEHG_01576	hypothetical protein	0
2084	prodigal	AFKMEEHG_01575	"3-dehydro-bile acid delta(4,6)-reductase (baiN_1)"	0
2085	prodigal	AFKMEEHG_01574	hypothetical protein	0
2086	prodigal	AFKMEEHG_01573	hypothetical protein	0
2087	prodigal	AFKMEEHG_01578	hypothetical protein	0
2088	prodigal	AFKMEEHG_01579	hypothetical protein	0
2089	prodigal	AFKMEEHG_01580	"3-dehydro-bile acid delta(4,6)-reductase (baiN_2)"	0
2090	prodigal	AFKMEEHG_01581	hypothetical protein	0
2091	prodigal	AFKMEEHG_01473	hypothetical protein	0
2092	prodigal	AFKMEEHG_01472	hypothetical protein	0
2093	prodigal	AFKMEEHG_01471	hypothetical protein	0
2094	prodigal	AFKMEEHG_01470	putative ABC transporter ATP-binding protein	0
2095	prodigal	AFKMEEHG_01469	hypothetical protein	0
2096	prodigal	AFKMEEHG_01468	hypothetical protein	0
2097	prodigal	AFKMEEHG_01467	Ribosomal RNA large subunit methyltransferase I (rlmI)	0
2098	prodigal	AFKMEEHG_01466	hypothetical protein	0
2099	prodigal	AFKMEEHG_01465	Superoxide dismutase [Fe] (sodB)	0
2100	prodigal	AFKMEEHG_01464	hypothetical protein	0
2101	prodigal	AFKMEEHG_01463	Dephospho-CoA kinase (coaE)	0
2102	prodigal	AFKMEEHG_01462	hypothetical protein	0
2103	prodigal	AFKMEEHG_01461	Sec-independent protein translocase protein TatC (tatC)	0
2104	prodigal	AFKMEEHG_01460	hypothetical protein	0
2105	prodigal	AFKMEEHG_01459	Octaprenyl diphosphate synthase (ispB_1)	0
2106	prodigal	AFKMEEHG_01458	Serine/threonine-protein kinase PK-1 (spk1)	0
2107	prodigal	AFKMEEHG_01457	hypothetical protein	0
2108	prodigal	AFKMEEHG_01456	hypothetical protein	0
2109	prodigal	AFKMEEHG_01455	Voltage-gated ClC-type chloride channel ClcB (clcB)	0
2110	prodigal	AFKMEEHG_01454	hypothetical protein	0
2111	prodigal	AFKMEEHG_01453	Ribose import ATP-binding protein RbsA (rbsA)	0
2112	prodigal	AFKMEEHG_01452	L-threonine 3-dehydrogenase (tdh)	0
2113	prodigal	AFKMEEHG_01451	hypothetical protein	0
2114	prodigal	AFKMEEHG_01450	DNA repair protein RadA (radA)	0
2115	prodigal	AFKMEEHG_01622	Bifunctional protein FolD protein (folD_1)	0
2116	prodigal	AFKMEEHG_01623	hypothetical protein	0
2117	prodigal	AFKMEEHG_01624	hypothetical protein	0
2118	prodigal	AFKMEEHG_01625	hypothetical protein	0
2119	prodigal	AFKMEEHG_01626	hypothetical protein	0
2120	prodigal	AFKMEEHG_01627	Bifunctional protein FolD protein (folD_2)	0
2121	prodigal	AFKMEEHG_01628	hypothetical protein	0
2122	prodigal	AFKMEEHG_01629	hypothetical protein	0
2123	prodigal	AFKMEEHG_01630	hypothetical protein	0
2124	prodigal	AFKMEEHG_01631	hypothetical protein	0
2125	prodigal	AFKMEEHG_02114	ATP-dependent protease subunit ClpQ (clpQ)	0
2126	prodigal	AFKMEEHG_02113	ATP-dependent protease ATPase subunit ClpY (clpY_1)	0
2127	prodigal	AFKMEEHG_02112	Inner membrane protein YbhL (ybhL)	0
2128	prodigal	AFKMEEHG_02111	3-dehydroquinate dehydratase (yqhS)	0
2129	prodigal	AFKMEEHG_02110	hypothetical protein	0
2130	prodigal	AFKMEEHG_02109	hypothetical protein	0
2131	prodigal	AFKMEEHG_02108	Primosomal protein N' (priA)	0
2132	prodigal	AFKMEEHG_01557	hypothetical protein	0
2133	prodigal	AFKMEEHG_01556	Adenylate kinase (adk)	0
2134	prodigal	AFKMEEHG_01555	hypothetical protein	0
2135	prodigal	AFKMEEHG_02137	hypothetical protein	0
2136	prodigal	AFKMEEHG_02136	Adaptive-response sensory-kinase SasA (sasA_6)	0
2137	prodigal	AFKMEEHG_02135	Beta-barrel assembly-enhancing protease (bepA_4)	0
2138	prodigal	AFKMEEHG_02134	hypothetical protein	0
2139	prodigal	AFKMEEHG_02133	hypothetical protein	0
2140	prodigal	AFKMEEHG_02132	Protein UmuD (umuD)	0
2141	prodigal	AFKMEEHG_02131	hypothetical protein	0
2142	prodigal	AFKMEEHG_01256	hypothetical protein	0
2143	prodigal	AFKMEEHG_01255	ATP-dependent helicase/nuclease subunit A (addA_1)	0
2144	prodigal	AFKMEEHG_01254	hypothetical protein	0
2145	prodigal	AFKMEEHG_01253	hypothetical protein	0
2146	prodigal	AFKMEEHG_02276	hypothetical protein	0
2147	prodigal	AFKMEEHG_02275	ATP-dependent helicase/nuclease subunit A (addA_2)	0
2148	prodigal	AFKMEEHG_02274	hypothetical protein	0
2149	prodigal	AFKMEEHG_02273	hypothetical protein	0
2150	prodigal	AFKMEEHG_01944	hypothetical protein	0
2151	prodigal	AFKMEEHG_01943	hypothetical protein	0
2152	prodigal	AFKMEEHG_01942	hypothetical protein	0
2153	prodigal	AFKMEEHG_01941	Ferredoxin-2	0
2154	prodigal	AFKMEEHG_00104	Chlorosome protein I (csmI)	0
2155	prodigal	AFKMEEHG_00105	hypothetical protein	0
2156	prodigal	AFKMEEHG_00106	Cyclopropane-fatty-acyl-phospholipid synthase (cfa)	0
2157	prodigal	AFKMEEHG_01951	hypothetical protein	0
2158	prodigal	AFKMEEHG_01952	hypothetical protein	0
2159	prodigal	AFKMEEHG_01953	hypothetical protein	0
2160	prodigal	AFKMEEHG_01954	hypothetical protein	0
2161	prodigal	AFKMEEHG_01955	hypothetical protein	0
2162	prodigal	AFKMEEHG_01956	putative endoribonuclease MazF (mazF)	0
2163	prodigal	AFKMEEHG_01957	hypothetical protein	0
2164	prodigal	AFKMEEHG_01565	hypothetical protein	0
2165	prodigal	AFKMEEHG_01566	hypothetical protein	0
2166	prodigal	AFKMEEHG_01567	hypothetical protein	0
2167	prodigal	AFKMEEHG_01568	hypothetical protein	0
2168	prodigal	AFKMEEHG_01569	hypothetical protein	0
2169	prodigal	AFKMEEHG_01570	hypothetical protein	0
2170	prodigal	AFKMEEHG_01571	hypothetical protein	0
2171	prodigal	AFKMEEHG_02223	hypothetical protein	0
2172	prodigal	AFKMEEHG_02224	hypothetical protein	0
2173	prodigal	AFKMEEHG_02225	hypothetical protein	0
2174	prodigal	AFKMEEHG_00837	Protein YgiW (ygiW)	0
2175	prodigal	AFKMEEHG_00836	hypothetical protein	0
2176	prodigal	AFKMEEHG_00835	Transcriptional regulatory protein CusR (cusR_1)	0
2177	prodigal	AFKMEEHG_00834	Sensor histidine kinase RcsC (rcsC_8)	0
